,Name,Category,Body,Compound,Positive,Negative,Neutral
349,PokÃƒÂ©mon,Toy,Five Stars ,0.0,0.0,1.0,0.0
350,PokÃƒÂ©mon,Toy,pokemon cards ,0.0,0.0,1.0,0.0
351,Star Wars,Equipment,Fun for the little Star Wars Fans ,-0.0056,0.284,0.43,0.286
352,PokÃƒÂ©mon,Toy,Very happy. Prompt delivery all the way from U ,0.6115,0.363,0.637,0.0
353,PokÃƒÂ©mon,Toy,A very happy 8 year-old. ,0.6115,0.666,0.334,0.0
354,PokÃƒÂ©mon,Toy,great ,0.6249,1.0,0.0,0.0
355,PokÃƒÂ©mon,Toy,Brilliant value for money ,0.7351,0.756,0.244,0.0
356,PokÃƒÂ©mon,Toy,Reasonable Value for Money ,0.34,0.444,0.556,0.0
357,PokÃƒÂ©mon,Toy,Pretty good for a kids card game ,0.7269,0.604,0.396,0.0
358,PokÃƒÂ©mon,Toy,Great for Pokemon Fan ,0.7506,0.762,0.238,0.0
359,PokÃƒÂ©mon,Toy,Remade booster with the featured card inside. ,0.0,0.0,1.0,0.0
360,PokÃƒÂ©mon,Toy,Amazing pack luck in this expansion ,0.7783,0.63,0.37,0.0
361,Hasbro,Toy,One pack short ! ,0.0,0.0,1.0,0.0
362,Amscan,Equipment,What can you say it's a balloon. ,0.0,0.0,1.0,0.0
363,Amscan,Equipment,Pony party Balloons! ,0.4574,0.599,0.401,0.0
364,Every-occasion-party-supplies,Equipment,Suited my requirements ,0.0,0.0,1.0,0.0
365,Amscan,Equipment,Great looking and son thought the black was cool ,0.7506,0.478,0.522,0.0
366,Amscan,Equipment,Great - recommend these ,0.765,0.868,0.132,0.0
367,Amscan,Equipment,Good seller ,0.4404,0.744,0.256,0.0
368,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
369,Amscan,Equipment,Princess Balloons ,0.0,0.0,1.0,0.0
370,Amscan,Equipment,Balloon ,0.0,0.0,1.0,0.0
371,Amscan,Equipment,super ,0.5994,1.0,0.0,0.0
372,Amscan,Equipment,Great products ,0.6249,0.804,0.196,0.0
373,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
374,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
375,Every-occasion-party-supplies,Equipment,sturdy ,0.0,0.0,1.0,0.0
376,Amscan,Equipment,Brilliant balloon! ,0.6239,0.804,0.196,0.0
377,Star Wars,Equipment,Good quality & size of large beach ball ,0.4404,0.326,0.674,0.0
378,Amscan,Equipment,Harry Potter Foil Balloon ,0.0,0.0,1.0,0.0
379,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
380,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
381,Disney,Equipment,Not as it seems. ,0.0,0.0,1.0,0.0
382,Amscan,Equipment,Fantastic 21st Party Swirl Decoration ,0.743,0.677,0.323,0.0
383,Star Wars,Equipment,Awesome balloon ,0.6249,0.804,0.196,0.0
384,Disney,Equipment,Looks just the part . ,0.0,0.0,1.0,0.0
385,Amscan,Equipment,Fab balloon! ,0.5093,0.767,0.233,0.0
386,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
387,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
388,Amscan,Equipment,Great big beautiful balloon ,0.8402,0.8,0.2,0.0
389,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
390,Disney,Equipment,lasts ages!! ,0.0,0.0,1.0,0.0
391,Every-occasion-party-supplies,Equipment,Four Stars ,0.0,0.0,1.0,0.0
392,Amscan,Equipment,Waste of money ,-0.4215,0.0,0.417,0.583
393,Amscan,Equipment,OK quality balloons ,0.4466,0.595,0.405,0.0
394,Every-occasion-party-supplies,Equipment,Cheap ,0.0,0.0,1.0,0.0
395,Amscan,Equipment,very nice ,0.4754,0.756,0.244,0.0
396,Amscan,Equipment,Better than the picture - great party bag fillers! ,0.8748,0.666,0.334,0.0
397,Amscan,Equipment,Simple & effective ,0.4767,0.756,0.244,0.0
398,Disney,Equipment,Perfect for a 5 year old dog lover ! ,0.8313,0.661,0.339,0.0
399,Amscan,Equipment,Fun balloon ,0.5106,0.767,0.233,0.0
400,Amscan,Equipment,super fast delivery !! ,0.6688,0.599,0.401,0.0
401,Amscan,Equipment,A long lasting fun flag ,0.5106,0.524,0.476,0.0
402,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
403,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
404,Disney,Equipment,Good and durable ,0.4404,0.592,0.408,0.0
405,Every-occasion-party-supplies,Equipment,Birthday Balloon ,0.0,0.0,1.0,0.0
406,Every-occasion-party-supplies,Equipment,One Star ,0.0,0.0,1.0,0.0
407,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
408,Every-occasion-party-supplies,Equipment,Happy birthday ,0.5719,0.787,0.213,0.0
409,Star Wars,Equipment,Dearth Vader baloon ,-0.5106,0.0,0.377,0.623
410,Every-occasion-party-supplies,Equipment,Good price & nice product but I ordered a pink ... ,0.431,0.391,0.609,0.0
411,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
412,Amscan,Equipment,gOOD ,0.4404,1.0,0.0,0.0
413,Disney,Equipment,Minnie Mouse Foil Balloon ,0.0,0.0,1.0,0.0
414,Amscan,Equipment,Lovely big balloons! ,0.6239,0.672,0.328,0.0
415,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
416,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
417,Every-occasion-party-supplies,Equipment,... trying to blow them up so was a bit disappointed but looked nice when blown up for the ones ... ,0.3649,0.155,0.754,0.091
418,Amscan,Equipment,good talking point ,0.4404,0.592,0.408,0.0
419,Every-occasion-party-supplies,Equipment,70th Birthday Party Pack Male ,0.4019,0.403,0.597,0.0
420,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
421,Amscan,Equipment,Just the job ,0.0,0.0,1.0,0.0
422,Amscan,Equipment,The most illogical party invitations I have ever seen ,0.4549,0.298,0.702,0.0
423,Amscan,Fashion,Five Stars ,0.0,0.0,1.0,0.0
424,Amscan,Fashion,Five Stars ,0.0,0.0,1.0,0.0
425,Amscan,Fashion,Five Stars ,0.0,0.0,1.0,0.0
426,Oxford Diecast,Toy,Nicely detailed model ,0.4404,0.592,0.408,0.0
427,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
428,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
429,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
430,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
431,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
432,Oxford Diecast,Toy,Brilliant lorry. ,0.5859,0.792,0.208,0.0
433,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
434,Oxford Diecast,Toy,Four Stars ,0.0,0.0,1.0,0.0
435,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
436,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
437,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
438,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
439,Oxford Diecast,Toy,Small boy's delight ,0.5994,0.661,0.339,0.0
440,Oxford Diecast,Toy,Cute! ,0.5093,1.0,0.0,0.0
441,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
442,Mattel,Toy,AMAZING! ,0.6239,1.0,0.0,0.0
443,Corgi,Toy,Green Goddess Fire Engine ,-0.34,0.0,0.556,0.444
444,Star Wars,Toy,Bought for 7yr old ,0.0,0.0,1.0,0.0
445,Corgi,Toy,Olympic taxi ,0.0,0.0,1.0,0.0
446,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
447,Corgi,Toy,1/43 Review: 1990 Peugeot 309 GTi (Vanguards) ,0.0,0.0,1.0,0.0
448,Corgi,Toy,wonderful ,0.5719,1.0,0.0,0.0
449,Oxford Diecast,Toy,Good quality very happy and arrived very quickly over Xmas ,0.7841,0.463,0.537,0.0
450,Corgi,Toy,made my dads day ,0.0,0.0,1.0,0.0
451,Corgi,Toy,Some quality control issues ,0.0,0.0,1.0,0.0
452,Oxford Diecast,Toy,Brilliant ,0.5859,1.0,0.0,0.0
453,Oxford Diecast,Toy,I was pleased with this model which I purchased for my son's ... ,0.4404,0.225,0.775,0.0
454,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
455,Oxford Diecast,Toy,Good collectors piece ,0.4404,0.592,0.408,0.0
456,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
457,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
458,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
459,Oxford Diecast,Toy,Very disappointed. Length of model should be stated in inches ... ,-0.5256,0.0,0.747,0.253
460,Oxford Diecast,Toy,Four Stars ,0.0,0.0,1.0,0.0
461,Disney,Toy,detailed ,0.0,0.0,1.0,0.0
462,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
463,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
464,Corgi,Toy,Good Car ,0.4404,0.744,0.256,0.0
465,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
466,Oxford Diecast,Toy,Four Stars ,0.0,0.0,1.0,0.0
467,Oxford Diecast,Toy,Son likes it very much. Is to scale with ... ,0.4215,0.237,0.763,0.0
468,Corgi,Toy,brill ,0.0,0.0,1.0,0.0
469,Oxford Diecast,Toy,Oxford Die-cast Always Great! ,0.6588,0.594,0.406,0.0
470,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
471,Oxford Diecast,Toy,Great addition to my collection ,0.6249,0.506,0.494,0.0
472,Mattel,Toy,great marvel addition to collection ,0.7845,0.697,0.303,0.0
473,Oxford Diecast,Toy,Most pleasing ,0.5709,0.787,0.213,0.0
474,Oxford Diecast,Toy,it due look nice ,0.4215,0.483,0.517,0.0
475,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
476,Oxford Diecast,Toy,It's tiny ,0.0,0.0,1.0,0.0
477,Oxford Diecast,Toy,Bought this as a funny ,0.4404,0.492,0.508,0.0
478,Mattel,Toy,Great ,0.6249,1.0,0.0,0.0
479,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
480,Corgi,Toy,Diecast Queens Corornation Model Bus. ,0.0,0.0,1.0,0.0
481,Star Wars,Equipment,"Excellent product, exceptional value for money ",0.7269,0.604,0.396,0.0
482,Mattel,Fashion,pricey but well received ,0.3919,0.469,0.531,0.0
483,Star Wars,Equipment,Good mask ,0.4404,0.744,0.256,0.0
484,Schleich,Toy,Schleich Shepherd Figure ,0.0,0.0,1.0,0.0
485,Schleich,Toy,Schleich quality shines again ,0.0,0.0,1.0,0.0
486,Schleich,Toy,Great accessory for a play farm ,0.7579,0.684,0.316,0.0
487,Disney,Equipment,Nice ,0.4215,1.0,0.0,0.0
488,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
489,Schleich,Toy,Wedding dream ,0.25,0.667,0.333,0.0
490,Schleich,Toy,Lovely!!! ,0.6884,1.0,0.0,0.0
491,Schleich,Toy,gooood dogie ,0.0,0.0,1.0,0.0
492,Playmobil,Toy,Brilliant toy! Really fuels a childs imagination.  A great stage for role play fun. ,0.9312,0.635,0.365,0.0
493,Schleich,Toy,Very realistic! ,0.0,0.0,1.0,0.0
494,Schleich,Toy,Masterpieces of craftsmanship in plastic ,0.5423,0.467,0.533,0.0
495,Schleich,Toy,Great! ,0.6588,1.0,0.0,0.0
496,Mattel,Toy,Fisher Price Imaginext Castle Friends Knight And Eagle ,0.4767,0.307,0.693,0.0
497,Playmobil,Toy,Astounding toy ,0.4215,0.737,0.263,0.0
498,Schleich,Toy,knights on horseback ,0.0,0.0,1.0,0.0
499,Playmobil,Toy,Four Lion Knights ,0.0,0.0,1.0,0.0
500,Playmobil,Toy,good price cheers ,0.7184,0.857,0.143,0.0
501,Playmobil,Toy,Fab toy for 6year olds ,0.4588,0.429,0.571,0.0
502,Playmobil,Toy,"Brilliant value, excellent quality ",0.872,0.908,0.092,0.0
503,Schleich,Toy,just love schleich toys ,0.6369,0.583,0.417,0.0
504,Schleich,Toy,Fab ,0.4588,1.0,0.0,0.0
505,Playmobil,Toy,"very happy, would definitely recommend ",0.8576,0.825,0.175,0.0
506,Schleich,Toy,lovely-- amazing detail. ,0.5859,0.655,0.345,0.0
507,Playmobil,Toy,ballistic joy ,0.5859,0.792,0.208,0.0
508,Playmobil,Toy,"Good, but not the best. ",-0.5577,0.205,0.316,0.479
509,Playmobil,Toy,"Just as described., yet it's a little piece ... ",0.0,0.0,1.0,0.0
510,Playmobil,Toy,A big hit with a 6 year old! ,0.0,0.0,1.0,0.0
511,Playmobil,Toy,Excellent Easter treat! ,0.7712,0.87,0.13,0.0
512,Playmobil,Toy,Fantastic castle ,0.5574,0.783,0.217,0.0
513,Playmobil,Toy,A fantastic present! Great imagination! ,0.8513,0.806,0.194,0.0
514,Schleich,Toy,Brilliant figures ,0.5859,0.792,0.208,0.0
515,Playmobil,Toy,Lots of fun for a small boy. ,0.5106,0.398,0.602,0.0
516,Schleich,Toy,looks great ,0.6249,0.804,0.196,0.0
517,Playmobil,Toy,a quality product that my sons love playing with ,0.7184,0.5,0.5,0.0
518,Playmobil,Toy,Fab playmobil ,0.4588,0.75,0.25,0.0
519,Schleich,Toy,My son loves it ,0.5719,0.552,0.448,0.0
520,Playmobil,Toy,Little but sturdy castle ,0.0,0.0,1.0,0.0
521,Schleich,Toy,knight ,0.0,0.0,1.0,0.0
522,Schleich,Toy,... to use this item for kids and it's a good product. ,0.4404,0.225,0.775,0.0
523,Playmobil,Toy,Playmobil 4868 Falcon Knight's Multi Firing Crossbow ,-0.34,0.0,0.714,0.286
524,Schleich,Toy,Great Looking Product ,0.6249,0.672,0.328,0.0
525,Schleich,Toy,Great finish and colourful ,0.6249,0.577,0.423,0.0
526,Playmobil,Toy,Magic Castle ,0.0,0.0,1.0,0.0
527,Playmobil,Toy,Better than it looks ,0.4404,0.492,0.508,0.0
528,Playmobil,Toy,"chunky, robust and fun for little fingers ",0.6908,0.533,0.467,0.0
529,Playmobil,Toy,Five Stars ,0.0,0.0,1.0,0.0
530,Playmobil,Toy,good value playmobil toy dragon ,0.6486,0.639,0.361,0.0
531,Mattel,Toy,None shall pass! ,0.0,0.0,1.0,0.0
532,Schleich,Toy,Oh yes ,0.4019,0.73,0.27,0.0
533,Schleich,Toy,Four Stars ,0.0,0.0,1.0,0.0
534,Schleich,Toy,knights ,0.0,0.0,1.0,0.0
535,Playmobil,Toy,an excellent gift. ,0.765,0.868,0.132,0.0
536,Schleich,Toy,An amazing castle! ,0.6239,0.672,0.328,0.0
537,Playmobil,Toy,Playmobil Viking King ,0.0,0.0,1.0,0.0
538,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
539,Playmobil,Toy,Playmobil Robber Knights Castle ,-0.5574,0.0,0.455,0.545
540,Playmobil,Toy,Playmobil - say no more! ,-0.3595,0.0,0.546,0.454
541,Mattel,Toy,3 yr old boy's best friend! ,0.8268,0.719,0.281,0.0
542,Mattel,Toy,Batman ,0.0,0.0,1.0,0.0
543,Disney,Equipment,Cars 2 ,0.0,0.0,1.0,0.0
544,Mattel,Toy,Cars Fan ,0.3182,0.697,0.303,0.0
545,Corgi,Toy,My little Red Dwarf ,0.0,0.0,1.0,0.0
546,Mattel,Equipment,Sky Marshall ,0.0,0.0,1.0,0.0
547,Disney,Equipment,Great toys ,0.6249,0.804,0.196,0.0
548,Disney,Equipment,Nice car to add to the collection ,0.4215,0.318,0.682,0.0
549,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
550,Disney,Equipment,GREAT CHOICE OF PIXAR CAR AT A GREAT PRICE ,0.8481,0.577,0.423,0.0
551,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
552,Schleich,Toy,Tiny little toy ,0.0,0.0,1.0,0.0
553,Disney,Equipment,as expected ,0.0,0.0,1.0,0.0
554,Mattel,Equipment,"Durable,but a little bit small ",0.0,0.0,1.0,0.0
555,Disney,Equipment,My son loved these two ,0.5994,0.494,0.506,0.0
556,Disney,Equipment,Very pleased with purchase ,0.4927,0.516,0.484,0.0
557,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
558,Corgi,Toy,James bond and figures ,0.0,0.0,1.0,0.0
559,Disney,Equipment,Would recommend ,0.3612,0.714,0.286,0.0
560,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
561,Corgi,Toy,Holy Batmobile Batman! ,0.0,0.0,1.0,0.0
562,Mattel,Equipment,great ,0.6249,1.0,0.0,0.0
563,Disney,Equipment,Super ,0.5994,1.0,0.0,0.0
564,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
565,Corgi,Toy,James Bond Jaguar car ,0.0,0.0,1.0,0.0
566,Mattel,Equipment,Good value ,0.6486,1.0,0.0,0.0
567,Mattel,Equipment,Disney Pixar Cars ,0.0,0.0,1.0,0.0
568,Mattel,Equipment,Decent... ,0.0,0.0,1.0,0.0
569,Disney,Equipment,Fab ,0.4588,1.0,0.0,0.0
570,Mattel,Equipment,Five Stars ,0.0,0.0,1.0,0.0
571,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
572,Mattel,Toy,Good for Cars 2 fans ,0.4404,0.492,0.508,0.0
573,Mattel,Toy,Miguel camino from cars two ,0.0,0.0,1.0,0.0
574,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
575,Mattel,Equipment,Lovely! ,0.6239,1.0,0.0,0.0
576,Disney,Equipment,Cars cars cars ,0.0,0.0,1.0,0.0
577,Playmobil,Toy,GOOD TOY ,0.4404,0.744,0.256,0.0
578,Disney,Equipment,A decent gift ,0.4404,0.744,0.256,0.0
579,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
580,Mattel,Toy,excellent ,0.5719,1.0,0.0,0.0
581,Mattel,Toy,hot wheels custom motors 4x4 ,0.0,0.0,1.0,0.0
582,Oxford Diecast,Toy,Fixed Props ,0.0,0.0,1.0,0.0
583,Corgi,Toy,One in a million.  Minus Land Rover. ,0.0,0.0,1.0,0.0
584,Disney,Equipment,I like to leave 'comments' till after a trial period (although ... ,0.3182,0.214,0.684,0.103
585,Corgi,Toy,little collectable ,0.0,0.0,1.0,0.0
586,Disney,Equipment,Brilliant ,0.5859,1.0,0.0,0.0
587,Mattel,Equipment,A rare find ,0.0,0.0,1.0,0.0
588,Mattel,Equipment,Cute ,0.4588,1.0,0.0,0.0
589,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
590,Corgi,Toy,james bond fan ,0.3182,0.535,0.465,0.0
591,Disney,Equipment,Cool car! ,0.3802,0.722,0.278,0.0
592,Playmobil,Toy,Excellent toy! ,0.6114,0.8,0.2,0.0
593,Mattel,Equipment,Five Stars ,0.0,0.0,1.0,0.0
594,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
595,Oxford Diecast,Toy,very good model. perfect toy or even a collectors piece. ,0.7996,0.506,0.494,0.0
596,Disney,Equipment,Carla Veloso ,0.0,0.0,1.0,0.0
597,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
598,Mattel,Toy,Four Stars ,0.0,0.0,1.0,0.0
599,Disney,Equipment,Boys toys ,0.0,0.0,1.0,0.0
600,Star Wars,Equipment,These cars are fantastic ,0.5574,0.545,0.455,0.0
601,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
602,Corgi,Toy,Olympic gift ,0.4404,0.744,0.256,0.0
603,Scalextric,Toy,Five Stars ,0.0,0.0,1.0,0.0
604,Disney,Equipment,Excellent ,0.5719,1.0,0.0,0.0
605,Disney,Equipment,Great! ,0.6588,1.0,0.0,0.0
606,Corgi,Toy,Wow ,0.5859,1.0,0.0,0.0
607,Disney,Equipment,Disney cars2 cars ,0.0,0.0,1.0,0.0
608,Disney,Equipment,Excellente toy ,0.0,0.0,1.0,0.0
609,Hasbro,Equipment,Fabulous. ,0.5267,1.0,0.0,0.0
610,Disney,Equipment,Great value just like the disney stores original ,0.8834,0.739,0.261,0.0
611,Disney,Equipment,it's excellent ,0.5719,0.787,0.213,0.0
612,Disney,Equipment,The person love it to bits ,0.6369,0.457,0.543,0.0
613,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
614,Disney,Equipment,Fake ,-0.4767,0.0,0.0,1.0
615,Disney,Equipment,Small nice doll ,0.4215,0.583,0.417,0.0
616,Disney,Equipment,Just what I wanted. ,0.0,0.0,1.0,0.0
617,The Puppet Company,Toy,A Hit with the entire Pub! ,0.0,0.0,1.0,0.0
618,The Puppet Company,Toy,Well-produced. It has character and is very suitable for a puppet show or similar. ,0.0,0.0,1.0,0.0
619,The Puppet Company,Toy,Dressing up clothes for puppets ,0.0,0.0,1.0,0.0
620,The Puppet Company,Toy,Honk. ,0.0,0.0,1.0,0.0
621,The Puppet Company,Toy,Fabulous parrot. ,0.5267,0.773,0.227,0.0
622,The Puppet Company,Toy,Thats the way to do it ,0.0,0.0,1.0,0.0
623,The Puppet Company,Toy,Super puppets for adults and children! ,0.636,0.456,0.544,0.0
624,The Puppet Company,Toy,puppets clothes ,0.0,0.0,1.0,0.0
625,The Puppet Company,Toy,"Gorgeous, gorgeous, gorgeous ",0.9186,1.0,0.0,0.0
626,The Puppet Company,Toy,puppets clothes ,0.0,0.0,1.0,0.0
627,The Puppet Company,Toy,Love It! ,0.6696,0.818,0.182,0.0
628,The Puppet Company,Toy,zebra hand puppet ,0.4939,0.615,0.385,0.0
629,The Puppet Company,Toy,Gorebash is a hit! ,0.0,0.0,1.0,0.0
630,The Puppet Company,Toy,So cute ,0.5095,0.767,0.233,0.0
631,The Puppet Company,Toy,Nice duckie mitt! ,0.4753,0.607,0.393,0.0
632,The Puppet Company,Toy,A good quality puppet ,0.4404,0.592,0.408,0.0
633,The Puppet Company,Toy,love it ,0.6369,0.808,0.192,0.0
634,The Puppet Company,Toy,Great Fun for Kids ,0.8126,0.787,0.213,0.0
635,The Puppet Company,Toy,Make it snappy ,0.0,0.0,1.0,0.0
636,The Puppet Company,Toy,Easy to 'bring to life' but a little creepy if you don't like rats or their tails!! ,-0.318,0.102,0.729,0.169
637,The Puppet Company,Toy,As good a reason to have children as any ,0.4404,0.293,0.707,0.0
638,The Puppet Company,Toy,"Not so cute as the picture, but still loved! ",0.6997,0.389,0.483,0.128
639,The Puppet Company,Toy,Granddaughter's birthday ,0.0,0.0,1.0,0.0
640,The Puppet Company,Toy,Easy to bring to life - and very realistic 'claws'! ,0.4926,0.285,0.715,0.0
641,The Puppet Company,Toy,a little bit scary :) ,-0.0478,0.357,0.261,0.382
642,The Puppet Company,Toy,The Puppet Company Time for Story Puppets (Queen) ,0.0,0.0,1.0,0.0
643,The Puppet Company,Toy,"Great, good value little puppet. ",0.8555,0.825,0.175,0.0
644,The Puppet Company,Toy,Gorgeous puppet! ,0.6476,0.811,0.189,0.0
645,The Puppet Company,Toy,Brilliant! ,0.6239,1.0,0.0,0.0
646,The Puppet Company,Toy,Pink and fluffy ,0.0,0.0,1.0,0.0
647,The Puppet Company,Toy,Happy nana den ,0.5719,0.649,0.351,0.0
648,The Puppet Company,Toy,honey bear ,0.0,0.0,1.0,0.0
649,The Puppet Company,Toy,good song prop ,0.4404,0.592,0.408,0.0
650,The Puppet Company,Toy,puppet magic ,0.0,0.0,1.0,0.0
651,The Puppet Company,Toy,Five little men ,0.0,0.0,1.0,0.0
652,The Puppet Company,Toy,"Fantastic value, kids love them ",0.8807,0.836,0.164,0.0
653,The Puppet Company,Toy,Colourful and comfy ,0.0,0.0,1.0,0.0
654,The Puppet Company,Toy,Loved by all ,0.5994,0.661,0.339,0.0
655,The Puppet Company,Toy,Easy to 'bring to life' ,0.4404,0.42,0.58,0.0
656,The Puppet Company,Toy,Great! ,0.6588,1.0,0.0,0.0
657,The Puppet Company,Toy,a very talented puppet ,0.5563,0.642,0.358,0.0
658,The Puppet Company,Toy,Good but broken already ,-0.4939,0.241,0.247,0.512
659,The Puppet Company,Toy,Great puppet but.... ,0.6249,0.672,0.328,0.0
660,The Puppet Company,Toy,sturdily made ,0.0,0.0,1.0,0.0
661,The Puppet Company,Toy,"Fabulous toy, great delivery ",0.8176,0.789,0.211,0.0
662,The Puppet Company,Toy,Fantastic and realistic Puppet ,0.5574,0.545,0.455,0.0
663,The Puppet Company,Toy,long lion puppet ,0.0,0.0,1.0,0.0
664,The Puppet Company,Toy,He has a life of his own ,0.0,0.0,1.0,0.0
665,The Puppet Company,Toy,Our new badger ,0.0,0.0,1.0,0.0
666,The Puppet Company,Toy,hand  puppet ,0.4939,0.762,0.238,0.0
667,The Puppet Company,Toy,Easy to 'bring to life' ,0.4404,0.42,0.58,0.0
668,The Puppet Company,Toy,Gorgeous puppet ,0.6124,0.8,0.2,0.0
669,The Puppet Company,Toy,Great teaching tool ,0.6249,0.672,0.328,0.0
670,The Puppet Company,Equipment,High quality puppet ,0.0,0.0,1.0,0.0
671,The Puppet Company,Toy,Super puppets for children - and adults! ,0.636,0.456,0.544,0.0
672,The Puppet Company,Toy,Fabulous Monster Fun -and SOOO Adorable!!! ,0.8951,0.782,0.218,0.0
673,The Puppet Company,Toy,Elephant hand puppet ,0.4939,0.615,0.385,0.0
674,The Puppet Company,Toy,Absolutely Fabulous ,0.5709,0.787,0.213,0.0
675,The Puppet Company,Toy,Great Badger ,0.6249,0.804,0.196,0.0
676,The Puppet Company,Toy,Super puppets for children - and adults! ,0.636,0.456,0.544,0.0
677,The Puppet Company,Toy,Easy and fun to bring to life! ,0.7574,0.565,0.435,0.0
678,The Puppet Company,Toy,"Fun, furry, thick material. ",0.5106,0.524,0.476,0.0
679,The Puppet Company,Toy,Lovely classroom resource ,0.5859,0.655,0.345,0.0
680,The Puppet Company,Toy,Beautiful collection of puppets ,0.5994,0.565,0.435,0.0
681,The Puppet Company,Toy,Easy to 'bring to life'! ,0.4926,0.444,0.556,0.0
682,The Puppet Company,Toy,judy puppet ,0.0,0.0,1.0,0.0
683,The Puppet Company,Toy,brilliant puppet ,0.5859,0.792,0.208,0.0
684,The Puppet Company,Toy,Lovely puppet and well made ,0.7096,0.663,0.337,0.0
685,The Puppet Company,Toy,Monstrous Fun! ,0.5562,0.782,0.218,0.0
686,PokÃƒÂ©mon,Toy,BRILL ,0.0,0.0,1.0,0.0
687,PokÃƒÂ©mon,Toy,Excellent ,0.5719,1.0,0.0,0.0
688,Disney,Equipment,Perfect Party Bag fillers ,0.7506,0.762,0.238,0.0
689,Disney,Equipment,Me and My two girls had fun putting it to gether first time ,0.5106,0.216,0.784,0.0
690,Hasbro,Equipment,Good cube ,0.4404,0.744,0.256,0.0
691,Disney,Equipment,Good toy ,0.4404,0.744,0.256,0.0
692,Disney,Equipment,Four Stars ,0.0,0.0,1.0,0.0
693,Amscan,Equipment,Brilliant ,0.5859,1.0,0.0,0.0
694,Every-occasion-party-supplies,Equipment,Great Banners ,0.6249,0.804,0.196,0.0
695,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
696,Every-occasion-party-supplies,Equipment,Four Stars ,0.0,0.0,1.0,0.0
697,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
698,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
699,Every-occasion-party-supplies,Equipment,great!!! ,0.7163,1.0,0.0,0.0
